,product_name,brand,water_usage_liters,carbon_footprint_kg,energy_consumption_kwh,packaging_waste_g,biodegradability,hazardous_chemicals,recyclability_score,environmental_certifications,environmental_impact_score
13449,Visual Effects Makeup Remover,Visual Effects,54.0,0.10578,0.36996,285,0.95227,10,5,0,0.57115
13450,Shampoo,Dermalogica,0.1,0.0,0.219,23,48.76,4,5,1,0.062
13451,Beauty Drops,Lush,50.0,6.0,1.0,49,20.0,1,5,0,46.27
13452,Cosmetics,L'Oreal Paris,0.15,2.73,1.04,154,89.0,1,5,0,40.51
13453,PAW PAW BALM,Lanolips,0.167,1.67,0.066,5,93.33,0,7,0,0.089
13454,Natural Liquid Hand Soap,VeganMantra,6.14,0.08,0.0049,16,87.0,1,2,0,0.218
13455,Dove Ideal Care Naturally Damaged Hair Daily Care Shampoo,Dove,17.1,0.113,0.89,132,81.68,0,8,3,0.149
13456,MATRIX BIO-CURL BY TIGI,TIGI,5.93,0.0221,0.009,6,69.2,11,8,2,0.0109
13457,Eau de Parfum,Armani,9.5,15.5,1.6,34,6.9,0,8,0,0.395659109
13458,Moonlight Night Cream,Lumene,2.0,1.16,0.043,9,100.0,4,6,0,0.625
13459,BRIGHTENING MOISTURE CREAM,Bio-essence,6.0,0.0183,2.73,22,0.0,1,3,0,0.0788
13460,NIVEA Body Lotion with Shea Butter,NIVEA,1.5,0.159,1.18,17,37.0,17,8,0,0.528
13461,Body Scrub - Milk & Honey,MILANI,0.0,0.0,1.076,63,0.0,0,9,0,0.0
13462,L'ORÉAL PROFESSIONNEL,L'ORÉAL PROFESSIONNEL,0.0,11.73,0.0,33,95.83,2,7,0,0.79
13463,Moroccan Argan Oil,Caroline Hiron,0.0,0.0,0.23,2,0.0,0,10,0,0.24
13464,Cosmos Natural Sun Protection Factor 30 Body Milk with SPF30 and Hyaluronic Acid,Alba Botanica,20.0,10.670000000000002,1.9049999999999998,32,0.71,1,1,0,0.6182
13465,WILD BERRY SHOWER GEL 250ML,The Body Shop,0.0,0.0,0.1,170,0.0,0,5,0,0.55
13466,Argan Oil of Morocco,The Body Shop,0.0,0.0,0.0,140,75.06000076293945,0,7,0,0.0
13467,Anti-ageing cream,L'Oreal Paris,48.0,1.95,0.67,12,87.6,1,3,0,0.423
13468,Nyx,Nyx,0.0,0.0,4.0,24,1.0,0,4,0,0.6024396558399999
13469,Pure 24K Gold Serum,Holy Cara,0.1,0.061,1.4e-05,20,0.046,1,0,0,0.00112
13470,Fresh Cosmetics,Fresh Cosmetics,9.5,0.204,1.4,13,0.0,1,3,0,0.052
13471,Shampoo,Freedom Shampoo,38.0,0.085,0.006,5,0.76,0,9,0,0.051
13472,COVID-19 Antibacterial Hand Gel (70% Alcohol),California Baby,0.0,0.0,0.0,32,100.0,0,7,0,0.0
13473,MILKY WAYS HEAVENLY BODY SNOWSHOES,MALTESERS,2.0,30.2028083333333,1.0,112,71.5,0,6,1,13.0564166666667
13474,FACIAL SPRITZ,FRESH,0.0,0.0058,0.0,20,100.0,0,1,0,1.0
13475,Ambi Pur Power Gel Air Freshener,Ambi Pur,18.3,0.019,0.003,19,100.0,0,7,0,0.908
13476,Deodorant,Garnier,1.4,0.306,0.019,18,28.86755625,4,8,1,0.324
13477,SOLAR PROTECTION SPF30+,SOLAR PROTECTION,1.5,16.184,1.7,21,0.543,1,1,0,0.393
13478,Moisturizing Shaving Gel,Gillette,8.0,0.371,0.008,137,97.0,1,6,0,0.375
13479,Lipstick,Loreal,0.0,0.137,0.0,17,68.19,1,8,0,0.138
13480,Golden Rose,Golden Rose,0.0,0.04,0.0,25,54.46,0,4,0,0.09
13481,BENEGLOW 10% VIETNAM GREEN TEA,KOSE,7.29,0.358,0.0819,14,0.23,0,0,0,0.509
13482,Pantene Pro-Vitamin Oil Hair Serum,Pantene,4.5,0.03,0.032,14,95.0,0,7,0,0.0503
13483,MAC Cosmetics,MAC Cosmetics,2.0,4.46,0.0426,58,0.0,5,1,1,0.079916666
13484,Mystic Snow,Mystic Snow,1.9,0.383,0.067,6,0.0,0,6,1,0.123
13485,Skin Lightener Cream,Skin Lightener Cream,1.0,0.502,0.144,124,0.99,0,8,0,0.614
13486,Superdrug Naturally Radiant Glow Boosting Radiance Cream,Superdrug,25.0,1.09,0.93,193,0.0,1,6,0,0.719
13487,NIVEA,NIVEA,5.0,1.74,1.22,32,94.15,0,7,0,0.262999999999999
13488,Boréal® Hydra-Soothing Collection,L'Oréal Paris,29.0,0.04898,0.0137,180,1.0,10,5,0,0.1015
13489,BODY SHAMPOO AND CONDITIONER MILK,Olive Branch,0.0,0.0,2.44,220,0.0,0,7,0,0.123
13490,Garnier Pure Active Daily Cleansing Gel Wash,Garnier,4.1,2.5,0.162,150,1.5,8,3,0,0.215
13491,KORRES Foaming Cleanser for Sensitive Skin,KORRES,107.5,0.512,1.04,50,99.9,0,6,0,0.407
13492,NIVEA Cream for dry skin,NIVEA,1000.0,277.21,2.52,26,33.33,2,7,2,0.01962397
13493,Nourish Nourishing Cream,Nourish,0.0,0.144,0.0,120,92.0,0,6,0,0.656
13494,Shimmer Lipstick,Maybelline,0.0,0.02817,0.1095,5,20.0,0,8,0,0.7376
13495,Garnier - Hair Food for Frizzy Hair - Shampoo & Conditioner,Garnier,11.25,0.041,3.04,326,93.5,1,4,0,0.223
13496,Blush,Jane Cosmetics,0.7,0.064,0.006,3,0.73,1,4,2,0.142
13497,Feminine Santal 24,Feminine,0.0,8.62,1.0,34,70.7,7,5,0,39.365
13498,DIAMONDSHINE PEARL EYESHADOW,Revlon,26.0,0.0378,2.83,17,0.0,1,7,0,0.1283
13499,Oral Care,Oral-B,1.0,3.7,3.3,26,0.0,1,4,0,1.4
13500,Budwig-plus®,Budwig-plus®,0.0,45.31,0.935,17,99.24,1,8,0,0.887
13501,Sax Fifth Avenue - The First Eau de Parfum,Sax Fifth Avenue,132.0,70.22,27.0,172,27.0,1,7,0,56.56
13502,Solar Umbrella Mousse SPF 30,KORRES,1.76,0.397,0.115,14,86.39,14,3,0,0.379
13503,Lips So Good Lip Treatment,lush,100.0,0.457,7.26,25,0.269,0,10,0,0.149
13504,Chic & Slim 3D Eyelash Mascara,Chic & Slim,5.9,0.02,0.18,4,0.5,3,4,2,0.455
13505,NIVEA Anti-Perspirant Roll-On,Nivea,171.6,0.05462514,2.334,164,6.97,7,5,0,1.876e-05
13506,ALMAROUF BARBA SHAMPOO,ALMAROUF,130.0,54.1887,14.37,175,45.0,3,9,0,0.98279432
13507,AVEDA HAIR CARE - PURIFYING SHAMPOO,AVEDA,673.091666666667,0.162666666666667,0.0499999999999999,16,0.98,1,8,1,0.0648888888888889
13508,Cosmetic,Spice Of The Earth,261.72,127.92,15.4,100,78.8,0,10,0,2.3
13509,24 HOURS NOURISHING CREAM,NIVEA,0.25,7.19,1.22,117,3.97,1,9,1,0.675
13510,DARK CHOCOLATE FOUNDATION,GOSH,0.0,53.51,7.2,10,0.27,12,8,0,0.41
13511,BAR SOAP,NIVEA,0.0,0.0,0.0,50,95.0,8,6,0,41.5037792855258
13512,Black Chocolate Eye Shadow,L'Oreal Paris,14.25,0.15,0.02,18,28.0,5,7,0,0.22
13513,CARITA L'OR HYDRATING COLLAGEN DAY CREAM,CARITA,45.06,18.81,2.64,35,0.9,4,1,0,4.99064846631864
13514,BODYCARE RICH HYDRATING CREAM,DECIEM,41.78,20.92,18.41,28,0.0,6,2,0,0.201517948
13515,"Garnier 3 in 1 Shampoo, Bath & Shower Gel, Conditioner, Skin Soothing, Sensitive, 1000 ml",Garnier,129.7,16.6,15.73,140,89.0,3,7,0,36.92
13516,Coconut Lip Scrub,Soap & Glory,10.73,0.26,0.0177,25,0.0,1,6,0,0.2858
13517,Aqua Marvel,Make-Up Store,161.75,0.057,1.11,0,0.0,0,7,0,0.11
13518,Cocoon Riche,'Lancôme',0.9,4.87,0.124,35,0.12,1,8,0,10.319999999999999
13519,Eyebrow Mascara,L'Oreal Paris,1.0,1.68,0.16,36,44.46,1,8,0,1.05
13520,Baby wipes,Mothercare,0.0,0.0,0.0,1,96.0,0,9,0,0.0
13521,Lipstick,Chanel,0.0,0.07,0.2,10,0.0,0,1,0,0.012
13522,Hair Care,Garnier,1.94,0.523,0.051,15,91.34,1,10,0,0.14
13523,MERUMAYA LIGHT,MERUMAYA,1.4,0.0,0.43,3,0.0,0,0,0,0.0
13524,Vital C E Ferulic™,SKINCEUTICALS,125.0,135.2,0.32,14,0.0,2,5,0,0.67152569
13525,Natural Genius - Botanical Shampoo 325ml,Bumble and bumble,0.0,0.726,3.548,113,33.85,0,7,0,0.227
13526,Sweet Almond Oil,The Body Shop,4.0,0.38,0.48,42,98.0,0,6,0,0.45
13527,Nature's Gate,Nature's Gate,1.0,0.17,0.005,100,98.04,3,10,2,0.1675
13528,Dove Nourishing Lotion,Dove,2.8,1.65,1.73,41,0.65,5,4,0,0.976
13529,Kedma Cleanser for Face,Kedma,0.01,0.189,0.281,13,0.063,0,7,0,0.263
13530,Hair Colouring,Revlon,24.0,2.4,12.8,12,82.34,1,7,0,1.94
13531,Quick Shampoo,Avalon Organics,17.0,0.122,2.96,16,93.49,4,5,0,0.257
13532,Garnier Skin Naturals Pure Active Brightening Scrub,Garnier,18.7,1.3,0.032,120,50.0,0,5,0,0.4125
13533,Benzoyl peroxide 5\% acne cream,Nivea,9.73,0.0888,1.51,26,0.0,2,5,0,0.0010946738
13534,Lush Ultrabland Cleanser,Lush,64.0,1.05,1.99,15,90.0,0,7,0,0.0
13535,Baby Sun Lotion SPF 50,Baby Sun,6.2,14.4872,0.0345,26,0.83,4,8,0,0.7992
13536,Pink Eye Cream,L'Oreal,35.54,0.261,0.166,123,0.924,1,0,0,0.296
13537,Bouquet,Carol's Daughter,1.0,0.5085,2.91,14,0.904,1,4,0,0.3778
13538,KOSMOSEB,KOSMOSEB,2.8,0.28,0.00022,7,0.0,4,6,0,0.164
13539,Mood Blanket,Bed Head,1.1,0.327,0.12,3,0.866941577703313,1,8,0,0.449319934375628
13540,Burberry Body Liquid Fragrance,Burberry,4.8,0.0,0.089,21,0.0,0,7,0,0.0
13541,Creamy Glow Tinted Moisturizer SPF 20,Maybelline New York,0.166,0.00193,0.00838,15,90.0,0,7,0,0.06
13542,Face,Garnier,1.1,0.001,0.002,24,87.38,0,6,2,0.00015
13543,Aloe Vera Clear,ebos,10.23,0.0144,0.0128,14,79.7,0,7,1,0.5343
13544,Tata Glow White Whitening Cream,Tata Glow White,33.0,2.73,0.188,215,59.0,2,9,1,0.845
13545,Shampoo and conditioner,Pantene,1.3,0.26,0.00365,50,54.2,5,4,0,0.19
13546,A'PIEU PURE BLOCK Sun Cream SPF50+ PA++++,A'PIEU,0.0,1.228,1.241,37,3.5,11,7,0,9.03
13547,Gentle shower oil,Marvella,0.0,0.0,0.0,15,98.0,0,8,1,0.0
13548,Cetaphil Daily Facial Moisturizer,Cetaphil,16.05,3.31,15.15,5,53.4,0,8,0,1.84
13549,Aqua-Nutrient Liquid Fertilizer,Ideal,0.0,0.0,0.0,0,0.0,0,8,0,0.0
13550,MUSK PERFUME,Kasturi,10.0,2.7,0.042,13,94.0,1,1,0,0.28
13551,Pixi peel & polish,Pixi,17.33,0.8361,1.2297,11,0.0,5,5,1,0.0734
13552,Cooling Gel,Nivea,5.7,0.046,2.1,6,0.0,2,6,0,0.176
13553,Maybelline New York Powder Plus Foundation,Maybelline New York,2.5,1.372,2.318,18,50.0,8,5,0,0.264
13554,L’Oreal Paris Pure Clay Glow Mask,L’Oreal Paris,13.39,0.26,0.0045,21,95.0,0,10,0,0.000426
13555,L'Oréal Paris Revitalift Triple Power Day Cream 15ml,L'Oréal Paris,2.0,0.059,0.446,24,93.98,10,8,0,0.062166666
13556,Skin Care Sublime,La Prairie,15.0,1.175,0.164,15,80.0,10,1,0,1.936
13557,BRONZE PREP PRIMER,Bare Minerals,0.145,0.0091,0.0093,21,0.7,9,7,1,0.344
13558,Macadamia Oil Intensive Treatment Mask,MACADAMIA OIL,0.7,0.18,0.11,54,21.0,1,5,0,0.29
13559,Garnier Pure Active 3 in 1 Micellar Gel-To-Milk Cleanser & Scrub,Garnier,1.3,0.325,0.75,21,6.3,18,4,0,4.2210722987858
13560,NIVEA Sensitive Shave Cream,NIVEA,1.48,0.78,1.33,21,0.0,0,6,0,0.326
13561,Lipstick,Lipstick Queen,3.8,0.008,0.008,10,0.9,16,4,0,0.088
13562,Skin Care,Avon,0.0,0.69442032,0.0,11,94.12,1,8,0,0.33135945
13563,Pink Plumping Lip Gloss,Kiss Me,0.0,0.4153,0.0312,16,15.3693,5,3,0,0.0624
13564,Institut Esthederm Bronz,INSTITUT ESTHEDERM,6.0,1.5538,6.3,50,96.328125,3,0,0,0.479166667
13565,NIVEA Body Milk,NIVEA,1.72,0.0086,0.0301,19,0.0206,0,10,0,0.0042
13566,Tresemme Keratin Smooth Deep Conditioner,Tresemme,0.0,0.0,1.0,0,97.0,0,8,0,0.0
13567,Almond and Shea Butter Hand Cream,Lush,1.127635579,0.325322499,2.269175839,51,0.002138281,12,10,0,2.120798327
13568,Shampoo,'Natures Garden',1.24,0.124,0.115,187,92.26,2,8,1,0.491
13569,Avene Thermal Spring Water (300ml),Avene,10.0,0.273,0.011,8,0.5,0,2,0,0.038
13570,MARINE DOC 'VANILLA BEACH' HAND & NAIL CREAME 30ML,MARINE DOC,5.0,0.031175733,0.002592762,35,72.0,4,2,1,0.090936745
13571,Decleor Aromessence Hydra Floral Cream,Decleor,6.9,0.07316,0.01734,117,97.11,0,6,0,0.20517
13572,Black Pearl Foundation,L'Oreal Paris,15.0,105.4,35.0,12,33.0,3,6,0,0.6286327035015707
13573,Derma+ Lip Balm,The Derma+,0.3,0.0192,1.5,10,0.976,0,9,0,0.00224
13574,BODY LOTION BODY LOTION,THE BODY SHOP,34.3,0.229,0.019,7,78.9,1,7,0,0.221
13575,Garnier Micellar Cleansing Water,Garnier,1.5,0.145,0.008,17,92.0,5,6,0,0.441
13576,Aqua,Bioderma,42.0,0.059,0.001,10,95.9,25,8,1,0.116
13577,CELLIN #24K PRESERVATION BOOSTER,The Ordinary,2.9,0.099,0.018,4,71.1,1,4,0,0.059
13578,Make Up,L'Oréal Paris,0.0,1.5,0.0,3,0.0,0,6,0,5.0
13579,MEN'S POST SHAVE TONIC,The Body Shop,12.1,1.182,15.12,19,85.3,0,6,0,0.398
13580,FACIAL CREAM,REVIVE LABS,4.47,0.0216,0.0231,15,93.0,3,2,1,1.66
13581,Face Firming Serum,Kiehl's,0.292,0.0134,0.00102,26,0.9175,0,10,0,0.8124
13582,Cosmedicine Purifying Foaming Gel,Cosmedicine,0.0,1.0780410426527,0.108,39,0.65557568223684,7,3,0,0.65557568223684
13583,IAOPA-Amber,NEUSTADT,1.8,2.52,0.99,11,0.0,1,4,0,7.41
13584,Mazoola Hair Mask,simply-natural,0.0,0.0,0.0,0,0.0,0,8,1,0.0
13585,NIVEA SUN Protect & Bronze Invisible Sun Lotion SPF50,NIVEA,0.6,0.0551869,0.6077586,11,92.481,0,7,0,0.0134702
13586,Bioré® Deep Cleansing Pore Strip,bioré®,0.31,0.0324,0.217,16,23.25,8,5,0,0.8705
13587,Novexpert Hydra-C+ Eye Contour Cream,Novexpert,1.8,1.352449468,0.098029357,8,23.0,1,6,0,0.083852028
13588,Baby Wipes,Puris,45.0,0.12838,1.082,16,98.010625,0,8,1,0.11855
13589,Garnier Miracle Light,Garnier,24.43,3.13,0.548,125,92.7,3,2,0,1.871
13590,Garnier Fructis Pure Clean Shampoo,Garnier,17.5,0.029,0.024,38,0.06,1,8,0,0.0009
13591,Namaste,Urban Botanics,58.0,1.36,0.022,13,0.04,0,1,0,0.024
13592,L'Oreal Paris Elvive Total Repair 5 Damage Erasing Balm,L'Oreal Paris,1.0,2.99,0.324,160,0.430546585,14,5,1,0.197
13593,SNOW WHITE EYESHADOW PALETTE,E.L.F.,7.92,0.01,0.00033,46,4.55,0,9,0,0.00359
13594,Satisfy,Dior,0.0,0.0,0.0,0,100.0,2,10,0,18.0
13595,Solar Oil Sun Mousse,The Body Shop,251.0,0.42,1.37,32,0.27,0,1,0,0.12
13596,Protocos 3-in-1 Shampoo & Conditioner & Body Wash,Protocos,5.45,1.5039,0.03,15,0.86,1,6,0,0.293
13597,Coconut Oil,Nature's Way,0.0,0.0,0.0,109,73.0,2,8,0,0.0
13598,Nuxe 'Rêve de Miel' Lip Balm,Nuxe,1.5,0.003425,1.57,6,0.27,1,4,0,0.55102084
13599,Hair Care Cream,De’Anne,15.0,6.75,0.86,34,99.9,1,3,0,0.311546892814489
13600,MOMENTUM®,THE OUTSIDERS,0.0,0.0,4.0,0,0.0,0,10,0,0.0
13601,Pure Organic Shea Butter,African Naturalistas,1.2,0.0164,0.166,45,77.0,0,3,0,0.016333333
13602,Bioderma Sensibio H2O 500ml,Bioderma,1.8,0.387,0.16,208,0.221,1,2,0,0.348
13603,SkinCeuticals C E Ferulic,SkinCeuticals,0.0,0.0,0.296,132,0.78,16,9,1,0.065
13604,Golden Rose,Golden Rose,4.3,1.88,0.016,45,92.0,3,3,0,1.03
13605,Nourish and repair shampoo,Garnier,1.6,2.77,0.05,10,38.0,3,8,0,3.94
13606,Pure Scent,GREEN EARTH,3.33,0.009229387,0.058270004,13,0.0,0,2,0,0.009984914
13607,Maybelline New York Matte and Poreless Foundation,Maybelline New York,7.35,0.269,0.532,52,0.47,1,4,0,0.292
13608,Skin Care,Burt's Bees,595.0,17.81,17.85,58,2.91,2,9,0,0.310514465
13609,Fruit and Berry Lip Balm,Burt's Bees,1.86,1.0,0.25,45,0.52,4,9,0,0.51
13610,NUTRINERGY,THE FACE SHOP,0.0,0.0,0.0,1,0.0,0,10,0,0.25
13611,Lipstick,Maybelline,100.0,15.65,98.0,8,99.07,24,8,1,0.35347709
13612,Feminine,Dior,7.5,0.09,0.003,11,0.57,0,9,0,0.026
13613,Avon,Avon,7.0,0.0,0.0,0,92.8,1,8,1,0.0
13614,Nourishing hand cream,Aveda,0.0,0.0,0.0,8,1.0,0,10,0,7.154408000000001
13615,Super moisturizing sunscreen SPF 50,Caudalie,24.4,0.021,1.15,50,89.0,15,3,0,0.563
13616,BioHome Pure Tea Tree Shampoo,BioHome,264.0,0.0,0.0,102,92.0,0,7,0,0.0
13617,POND’S Nourishing Moisture Cream,Pond’s,51.0,0.254,1.0,10,66.616746,0,6,0,1.0536524
13618,Lip balm,Maybelline,1.16,0.332,8.07,5,0.459,2,0,0,0.65
13619,Dove Advanced Care Moisturising Body Wash,DOVE,1.49,0.15,1.16,10,88.0,1,1,0,0.555419815
13620,The Body Shop Super Moisturiser,The Body Shop,0.0,0.0,0.0,145,0.0,3,3,0,1.0
13621,Biopack Cosmetic Paper Box,Biopack,0.2663,0.3979,0.0502,16,0.2727,0,7,0,0.1598
13622,FLOWERSCENT 50ML,NIVEA,10.0,0.506375,1.86744,16,0.8984375,0,10,0,0.45525
13623,Kiehl's Ultra Facial Cream,Kiehl's,25.0,0.02565625,0.000625,15,92.0,7,8,0,0.03125
13624,Graceful Eyes,Nivea,0.0,4.6,0.025,16,98.0,0,8,0,0.5125
13625,Mascara,Toyota,5.4,0.6,3.9,2,0.63,7,6,1,0.18185016
13626,JOUKOU JAPANESE COSMETICS,JOUKOU JAPANESE COSMETICS,0.0,0.001525,0.005522,2,0.625,0,6,0,0.011839
13627,PERLA PURE WHITE CREAM,PERLA,0.0,0.135,0.112,21,78.0,4,5,0,0.558
13628,Air dry hair spray,John Frieda,0.0,0.0,0.0,89,90.0,0,5,1,0.657277009284122
13629,SUNBURST COSMETICS LTD,SUNBURST COSMETICS LTD,50.0,0.164,0.184,102,0.0,2,4,0,0.606
13630,Rose face cream,L'Oreal,57.25,1.63,0.309,16,33.0,1,3,0,0.549
13631,Garnier Fructis Triple Nutrition Nourishing Oil,Garnier,2.5,1.416,1.18,26,93.72,4,6,0,0.284
13632,CALMING MASK,GLOSSY,3.7,0.00250748000000001,1.16666666666667,29,0.0,0,8,0,0.934452000000001
13633,Garnier Lightening Oil,Garnier,0.0,0.692,0.123,16,0.0,0,6,0,0.391
13634,Garnier Pure Active Blackhead Eliminating Scrub,Garnier,0.38,0.014,0.12,116,100.0,0,1,0,0.055
13635,Aloe Vera Gel,Pure Natural,40.7,1.92,5.72,101,20.43,0,7,0,2.18
13636,Nature's Gate Nourishing Soothing &amp; Calming Shampoo,Nature's Gate,65.0,0.2921,1.5,14,82.0,2,5,0,0.0084
13637,L'OREAL PARIS QUENTINA SENSITIVE EYE CREAM,L'OREAL PARIS,0.24,0.00632,1.95e-05,12,99.4,2,9,0,0.406643578
13638,ANGELS TASTY LIP GLOSS,ANGELS,1.5,0.001,0.001,19,0.0,1,5,0,0.004
13639,Beauty Hair Care - Hair Oil,Beauty Hair Care,30.0,1.375,0.043,36,0.1080568265772157,0,5,0,0.261
13640,Eco-friendly Makeup,Eco-friendly,1.3,0.539,0.055,45,0.888,0,5,0,0.909
13641,BODY MILK ALIVE,KIKO MILANO,1.0,0.139,0.118,12,12.0,1,7,0,0.517
13642,Shampoo,Garnier,11.6,1.33,0.26,49,91.6,0,9,0,0.5676
13643,Crema d'Uso,Crema d'Uso,0.88,0.116,0.172,17,61.0,0,0,0,0.074
13644,Skinny Dip Eye Mask,Skyn Iceland,96.0,0.661,4.73,5,0.008236955,1,1,0,0.353
13645,Olive body lotion,Avon,198.0,28.14,0.019433,82,93.9,0,3,0,0.713607087
13646,PONGÉE PÉPITE D’AMANDER,The Body Shop,0.6,0.519,0.012,22,56.0,4,6,1,0.341
13647,TRESemmé Keratin Smooth Shampoo,TRESemmé,24.0,1.12,0.0175,280,100.0,0,4,0,0.136
13648,Senza Makeup Perfecting Skin Base,Senza,32.0,5.74,0.116,9,2.27,0,7,0,0.142
13649,Cooling Gel,Ideal,0.6,25.22,1.17,15,0.0,1,6,0,101.88
13650,Lipgloss,Marc Jacobs,4.0,1.39,0.44,30,0.99,12,8,0,0.5818
13651,BODY TANNING OIL PRIMER,MARNYS,0.0,2.93,0.27,48,0.0,1,5,1,0.14820761
13652,WATCHSHIELD 4-IN-1 LONG LASTING MATTE SUNSCREEN,adidas,2.23,2.63,1.35,17,0.0,0,6,0,2.003
13653,Vaseline Original,Vaseline,79.0,0.494,0.311,158,34.0,0,7,0,0.781
13654,Shiseido The Makeup Smooth-Stick City Matte in Shinkai,Shiseido,5.4,0.12,0.2,18,0.89,1,5,1,0.3134
13655,Roux Biolis Anti-ageing Cream,Roux Biolis,6.0,0.78,0.11,10,0.97,2,1,0,0.481166673
13656,Garnier Pure Active 3% Salicylic Acid Hydrating Gel Face Wash,Garnier,14.47,0.4849,2.0537,27,95.05,1,0,0,0.1512
13657,HONEYBELLA - ORGANIC HONEY BODY LOTION,HONEYBELLA,7.0,0.842,3.47,92,88.0,0,10,1,3.048
13658,Beyond the Sea,Beyond the Sea,314.0,0.269,1.57,48,100.0,0,6,1,0.159
13659,Supernatural After-Sun Cooling Gel,Supernatural,1.5,0.093,0.057,11,93.0,0,1,0,0.309
13660,FACIAL LINE REFINEMENT,Quintessence,4.1,0.003021936,0.022218583,6,72.0,0,7,0,0.569451447
13661,Chanel 5191540891848390 Poudre Signe De Chanel Compact Powder,CHANEL,0.115,0.0057142262,1.196000000000001,354,89.0,1,0,0,0.06231891
13662,MAC PREP + PRIME EYE BASE,MAC,0.9,45.486,11.771,16,10.0,30,5,0,0.172
13663,Kojic Acid Lightening Toner,Bath & Body Works,11.5,0.32966191,0.033161096,36,3.9,0,7,1,0.61371853
13664,INTENSE RENEWAL CELL-REPAIR CREAM,Guerlain,62.8,0.040639869,1.43570173,12,89.49,0,3,0,0.05115954
13665,TRESemmé Keratin Smooth Serum,TRESemmé,1.0,0.327,0.281,47,0.115,1,8,0,0.328
13666,Lipstick,NARS,1.7,3.44,0.804,16,96.7,1,10,1,0.544
13667,Kate dark brown soft mascara,Kate,1.0,0.053,0.21,14,0.0,0,4,0,0.047
13668,KISS ME BODY TANNING CRÈME SPF 20,FABULASH,0.0,0.096235307,0.118947662,100,82.5,0,9,0,0.058197619
13669,Jersey Cow Milk White Tea Scrub,The Body Shop,0.0,0.0,0.0,23,28.0,0,6,0,2.5
13670,Rose Gold Lip Cream,Stila,1.05,0.424,1.242,25,91.2,1,8,0,0.782
13671,SOAP PINK MOOD,Olverum,2.0,0.03321001,0.001034134,15,0.99,0,5,0,0.005370705
13672,Blue Lagoon,Blue Lagoon,15.0,1.35,0.029,48,75.0,0,3,0,0.967311046
13673,Garnier Fructis Triple Nutrition Shampoo,Garnier,7.0,0.371,0.133,166,88.9,1,5,0,0.32
13674,LUX Luminaire Créme,LUX,27.6,0.087,0.028,31,69.13317886,2,5,0,0.031273235
13675,Purity Natural,Purity,0.0,0.0,5.61,0,100.0,0,8,0,0.0
13676,LISA 24h hydration eye make up remover ball,LISA,828.0,0.344,0.31,28,92.83,7,6,1,0.13
13677,CoolSkin Anti-Aging Cream,COOLSkin,0.62,0.3275,1.63,40,0.45,5,6,0,0.5544
13678,MARC JACOBS BEAUTY DOTS PRECISION LIP LINER PEN,Marc Jacobs Beauty,4.48,0.053,0.00051,13,84.93,1,9,1,0.73128
13679,Cortemia - Anti-Wrinkle Serum,Cortemia,45.0,2.21666666666667,1.03333333333333,20,49.0,1,9,0,0.247601801618551
13680,"NIVEA Body Cream, Hydrocare, 200ml",NIVEA,17.68,0.227,0.468,38,0.41,0,7,0,0.564
13681,Inuka,Inuka,0.0,1.40083992338,0.0,2,91.0,0,9,0,1.40083992338
13682,Sunscreen SPF 15,Neutrogena,1.98,0.549,0.15,7,0.4,3,7,0,0.123
13683,Black Seed Oil,The Body Shop,0.608,0.025,0.007,30,0.95,0,7,0,0.038
13684,The Organic Pharmacy,The Organic Pharmacy,9.3,1.59,0.014,43,0.89,5,1,0,0.242
13685,Maledetto Beach Waves,James Brown,15.6,0.2155,0.45,33,0.4906,2,7,1,0.4781
13686,Brightening Day Cream,POSSE,132.0,12.7,9.9,103,96.0,0,7,0,0.4800000000000001
13687,Spray Cosmetics,Nivea,0.212,38.016,98.479,3,56.026,1,1,0,28.435
13688,Natural Hand & Body Lotion,LUSH,0.0,1.1,0.159,50,0.0,2,1,0,0.321
13689,BODY BUTTER,Cosrx,6.0,0.0,4.4,30,97.2,2,6,0,0.02331177
13690,Eyeliner,Urban Decay,2.38,1.61,0.001,18,97.0,0,9,0,0.564
13691,TRESemmé Keratin Smooth Moisture Balance Crème Hair Conditioner,TRESemmé,6.2,0.154,1.66,37,79.81,5,7,0,0.495
13692,Garnier Fructis Sleek and Shine Miracle Leave-In Conditioner,Garnier,0.56,0.18,0.005,27,1.0,0,7,0,0.612
13693,K-Palette 1-Day Tattoo Real Lasting Eyeliner,K-Palette,16.8,0.029,0.00196,12,0.0,0,5,0,0.111353093
13694,Nutritional Hydrolyzed Rice Protein,Nature's Bounty,0.0,0.0,0.0,0,0.0,0,10,0,0.0
13695,KHADI VIVID COLOR SAFETY BROWS,KHADI,1.46,0.27,0.045,1,77.0,6,7,0,0.46041804
13696,Propolis 5%+ Zinc 2% Eye Cream,La Roche-Posay,12.0,1.349,0.057,151,83.0,7,8,1,0.263
13697,Cetaphil Baby Gentle Wash,Cetaphil,2.75,0.151619681,0.013,7,91.06,12,7,0,0.245519915
13698,Cetaphil Gentle Skin Cleansing Cloths,Cetaphil,114.0,3.99,0.023,1368,0.086,18,7,0,0.274
13699,Lip care,NIVEA,9.35,0.741,9.08,17,44.0,1,3,0,0.656
13700,BODY LOTION 150 ML,BODYSHOP,6.49,0.038,2.0,32,70.0,2,7,0,0.413
13701,Renapur Leather Reviver,Renapur,21.0,187.8,1.69,29,0.0,4,4,0,0.80982958
